6.645853298526038998e+03,-2.002349348794599791e+03
-5.107449852704738987e+03,6.184261444253505942e+03
-3.939539858943590843e+03,5.300157367823733239e+02
-1.071755624163916036e+04,6.342165170827227485e+03
-2.566525507978699807e+03,-5.913321383874995263e+03
-7.163077401769841345e+03,-4.929038234479598941e+03
7.835626975825746740e+03,-2.257925355710135136e+03
8.040333561608660602e+03,-3.248695771758740193e+03
-4.923190111852498376e+03,-4.204044037110103091e+03
1.023166897193299701e+04,-3.682062320925615495e+03
9.952651465204069609e+03,-3.766429696070298633e+03
-6.442688263314079450e+03,-1.366899669830890616e+03
7.458635209370766461e+03,-3.277726364235263645e+03
-6.120701041364101911e+03,-7.872706722148142944e+03
-1.074431608868680769e+03,3.038896197042831318e+03
1.083630446252743059e+04,6.727330669020059304e+02
7.576781174752707557e+03,-4.621877949229890874e+03
-3.698838926348738369e+03,-5.960678200611027933e+03
9.913469666900216907e+03,-2.052759979236085201e+03
8.353113257707351295e+03,8.508261845397960315e+02
9.520597145808316782e+03,-2.531351496723049422e+03
-6.856150055834159502e+03,4.915177816851839452e+03
-4.382161246455028959e+03,-6.024137282178843634e+03
-1.128166597989079855e+04,7.442528162787411020e+03
-6.383758019317195249e+03,7.891215572748702698e+02
-8.491813925047683369e+03,6.348355667275307496e+03
7.554234152867042212e+03,-2.795518450059631505e+03
-7.060163698626655787e+03,6.704666423286481404e+03
1.055594269907377566e+04,-3.693634373879885516e+03
-1.007166524935523739e+04,8.722623436805872188e+03
-2.335337983579730007e+03,-2.138294337860280848e+03
-9.728969430591037963e+03,5.670033449459777330e+03
1.015034432547390679e+04,-2.145209080790306871e+03
-3.926045669023620576e+03,8.754660470513044856e+01
-1.024904911665545842e+04,6.724180656303274191e+03
-3.965516891836193736e+03,2.188934775761851597e+03
-2.080166263448852987e+03,1.957611426538018350e+03
-5.311881717489177390e+03,-1.656053619572053321e+03
-3.973199816870424911e+03,-6.568520098260950363e+03
-4.915210417609262549e+03,-3.919202718144447317e+03
7.742493298843531193e+03,-5.052668872245550119e+03
1.104931100273788797e+04,-1.699593481115079385e+03
6.968671953188457337e+03,-1.628965470679303962e+03
-5.189094912871478300e+03,5.610247227063506443e+02
-5.735750347459520526e+03,-2.980927993580968177e+03
-2.517040161882287066e+03,-1.543136989123811645e+03
-7.954581519363667212e+03,-5.811517963807015803e+03
-7.380985382523886074e+03,6.433832054408715521e+03
-5.417336498713650144e+03,4.724093006506962411e+03
-5.881050654011043662e+03,8.853686010836405558e+02
-2.079538300686174807e+03,-3.466701708165550372e+03
-5.162790799104986945e+03,-6.355232653728218793e+03
8.665089871626494642e+03,-3.025679682308233623e+03
8.659824429144291571e+03,-1.362319174575180114e+03
-4.619381124396400992e+03,-5.456742426798890847e+03
