1,0.1529362982,-0.1055859028,0.2007219148,0.3172010623,0.2607638531,0.1009446408,-0.1500626049,-0.171127632,0.1246764361,0.1886541458,-0.07562172292,-0.1564359252,0.08224511528,0.1357520424,-0.02401664503,-0.1083511072,-0.0776225214,-0.009567801519,0.0576839754,0.1186801351,0.01403844567
1,0.1715342573,-0.09897473712,0.2684252208,0.338671863,0.2683530999,0.06083508719,-0.2224746404,-0.2076926706,0.1708828735,0.27095828,-0.09500394453,-0.2543414684,0.02278623458,0.1633201011,0.01202228086,-0.0909740108,-0.05650952192,-0.03530335681,0.02013996315,0.08226298688,0.02905574216
1,0.1523170852,-0.08297267387,0.2871279573,0.276014084,0.1898667726,0.008713956749,-0.2422342307,-0.2191533244,0.2325383166,0.2660644819,-0.07282718668,-0.2373835609,0.05079073534,0.2073384058,0.0835356991,-0.05069143007,-0.02359022918,-0.06672154891,-0.02508322677,0.09910839975,0.0771623847
1,0.2243924457,0.118984664,0.329431729,0.3720880097,0.3610045677,0.01550104026,-0.1943474519,-0.09818066778,0.2703754248,0.2672789094,-0.1622582515,-0.3170842311,-0.01156743343,0.100412825,-0.05022373082,-0.136009404,-0.1770370085,-0.1304981327,-0.05476639626,-0.01869144653,0.02395430855
1,0.08781690916,-0.06834488788,0.3069667207,0.3309229407,0.2491439142,0.006883712971,-0.265423362,-0.1726998117,0.26643426,0.3326951492,-0.1007485436,-0.2985238755,0.03743888532,0.2191528272,0.06283722939,-0.04888461803,-0.05307350722,-0.08855040314,-0.03134557276,0.1086098317,0.0792443323
1,0.09970374435,-0.03340781823,0.3498950551,0.344535329,0.2475687598,0.022406957,-0.2137671581,-0.1279159776,0.2773526181,0.3098612954,-0.1345279155,-0.2951226874,0.0124860225,0.1806410158,0.05524177586,-0.08048746189,-0.1300892199,-0.1714776111,-0.07156939879,0.07764295437,0.06490258717
1,0.02167563908,-0.06207529145,0.3182294611,0.380439102,0.1790429048,-0.04166656766,-0.2522998688,-0.1671170277,0.2200272168,0.2603257766,-0.1003790969,-0.2364279732,0.027069996,0.2169230377,0.06485319962,-0.04662025235,-0.05514611848,-0.08597174673,-0.009126820527,0.06563035779,0.04404049032
1,0.1451303794,-0.03366021514,0.2841660854,0.2795373422,0.175210684,0.005791472811,-0.1833292759,-0.1584831278,0.1925670488,0.2641842302,-0.06374833658,-0.2509812757,-0.009015264878,0.1842662211,0.07565414286,-0.0559778412,-0.04821895874,-0.05663662111,-0.02241874519,0.07008458519,0.02141935852
1,0.2713261314,0.02777698706,0.3757383109,0.3854322874,0.2724569945,0.09819203182,-0.1737296446,-0.1578569557,0.2071806557,0.2699321943,-0.1228933502,-0.282426716,-0.04498448547,0.06442517148,-0.03216701059,-0.1207226038,-0.1126074477,-0.1569330713,-0.1185271131,-0.002471106579,0.002304210592
1,0.1205653535,-0.107235175,0.3165550921,0.3644368919,0.3077574154,0.02599222964,-0.2941790201,-0.2232361102,0.2684346039,0.3678127261,-0.09106238918,-0.3284328723,0.04267822815,0.2364844238,0.05343625577,-0.05107347489,-0.05256761927,-0.1113381007,-0.04001393055,0.09020430871,0.08802510542
